portfolio_id,return
PF00001677,0.05959
PF00001682,0.040302
PF00001690,0.041452
PF00001693,0.040629
PF00001711,0.040944
PF00001712,0.040798
PF00001713,0.040605
PF00001714,0.040798
PF00001719,0.040798
PF00001728,0.040953
PF00001729,0.040944
PF00001731,0.061409
PF00001732,0.041727
PF00001745,0.043834
PF00001749,0.043714
PF00001751,0.06321
PF00001754,0.043834
PF00001756,0.043714
PF00001765,0.043658
PF00001767,0.043658
PF00001768,0.065531
PF00001770,0.043658
PF00001772,0.043848
PF00001774,0.043718
PF00001776,0.043583
PF00001779,0.065223
PF00001786,0.065508
PF00001787,0.043583
PF00001789,0.043855
PF00001792,0.043658
PF00001793,0.0656
PF00001797,0.043654
PF00001801,0.043457
PF00001805,0.043654
PF00001807,0.0656
PF00001808,0.043654
PF00001809,0.043654
PF00001813,0.043255
PF00001819,0.043654
PF00001820,0.043539
PF00001824,0.045982
PF00001834,0.046475
PF00001837,0.0656
PF00001841,0.046779
PF00001842,0.046234
PF00001844,0.046528
PF00001846,0.046779
PF00001847,0.046475
PF00001848,0.046463
PF00001849,0.046416
PF00001854,0.046416
PF00001857,0.046463
PF00001863,0.046518
PF00001865,0.046463
PF00001867,0.046583
PF00001868,0.046583
PF00001869,0.046463
PF00001875,0.046463
PF00001878,0.065523
PF00001879,0.046463
PF00001880,0.046463
PF00001886,0.046475
PF00001887,0.046475
PF00001895,0.046528
PF00001900,0.046114
PF00001904,0.066629
PF00001907,0.046475
PF00001908,0.046594
PF00001912,0.046593
PF00001920,0.066879
PF00001921,0.066879
PF00001922,0.046594
PF00001923,0.046594
PF00001924,0.046475
PF00001925,0.049054
PF00001929,0.049054
PF00001935,0.077437
PF00001936,0.049054
PF00001937,0.049088
PF00001939,0.049088
PF00001951,0.049054
PF00001948,0.049054
PF00001952,0.06904
PF00001953,0.049054
PF00001960,0.051472
PF00001963,0.051438
PF00001966,0.071332
PF00001970,0.051472
PF00001975,0.051472
PF00001978,0.051438
PF00001985,0.080616
PF00001987,0.071332
PF00001988,0.051438
PF00001995,0.051893
PF00001996,0.051893
PF00001997,0.051893
PF00001999,0.074038
PF00002000,0.051893
PF00002001,0.070252
PF00002008,0.051893
PF00002010,0.074038
PF00002011,0.051893
PF00002012,0.051893
PF00002015,0.051715
PF00002016,0.051657
PF00002022,0.052015
PF00002026,0.052265
PF00002031,0.05508
PF00002032,0.05508
PF00002036,0.05508
PF00002038,0.05508
PF00002042,0.05508
PF00002044,0.070589
PF00002045,0.054935
PF00002049,0.05508
PF00002050,0.054711
PF00002051,0.050423
PF00002054,0.054711
PF00002058,0.05508
PF00002069,0.053383
PF00002073,0.053383
PF00002076,0.053031
PF00002077,0.053267
PF00002084,0.053383
PF00002085,0.053267
PF00002087,0.053383
PF00002089,0.053031
PF00002099,0.053086
PF00002103,0.053086
PF00002105,0.053291
PF00002106,0.053086
PF00002109,0.053086
PF00002113,0.053086
PF00002121,0.053086
PF00002128,0.070813
PF00002129,0.053291
PF00002131,0.053086
PF00002140,0.057036
PF00002141,0.057829
PF00002144,0.056776
PF00002145,0.057149
PF00002146,0.058167
PF00002148,0.057149
PF00002149,0.057149
PF00002152,0.056776
PF00002154,0.056744
PF00002158,0.057036
PF00002159,0.057149
PF00002163,0.056776
PF00002164,0.057829
PF00002165,0.056776
PF00002169,0.053086
PF00002170,0.052969
PF00002175,0.053291
PF00002185,0.053086
PF00002190,0.052734
PF00002192,0.052969
PF00002193,0.053086
PF00002194,0.052734
PF00002196,0.053086
PF00002197,0.053291
PF00002199,0.052969
PF00002200,0.053086
PF00002206,0.053086
PF00002208,0.052969
PF00002211,0.053211
PF00002213,0.053211
PF00002214,0.053416
PF00002216,0.053211
PF00002217,0.053211
PF00002223,0.052437
PF00002224,0.053211
PF00002230,0.053211
PF00002232,0.053211
PF00002238,0.053416
PF00002239,0.053211
PF00002240,0.053211
PF00002251,0.053211
PF00002252,0.053211
PF00002253,0.053211
PF00002255,0.053211
PF00002265,0.053416
PF00002267,0.053211
PF00002271,0.053211
PF00002269,0.053211
PF00002273,0.053211
PF00002278,0.053658
PF00002282,0.053864
PF00002285,0.053658
PF00002286,0.053658
PF00002287,0.053658
PF00002292,0.053658
PF00002298,0.053422
PF00002302,0.053422
PF00002316,0.053658
PF00002317,0.053658
PF00002320,0.053658
PF00002324,0.053658
PF00002326,0.052885
PF00002333,0.053658
PF00002335,0.062646
PF00002342,0.053658
PF00002344,0.053658
PF00002345,0.053658
PF00002349,0.053658
PF00002350,0.056184
PF00002352,0.056297
PF00002355,0.056297
PF00002361,0.056297
PF00002371,0.05602
PF00002369,0.056184
PF00002376,0.056297
PF00002378,0.056297
PF00002381,0.056297
PF00002383,0.056297
PF00002384,0.056406
PF00002385,0.056297
PF00002391,0.056297
PF00002398,0.056637
PF00002400,0.056297
PF00002401,0.056297
PF00002402,0.056637
PF00002406,0.056297
PF00002408,0.063603
PF00002411,0.056297
PF00002413,0.05602
PF00002417,0.05602
PF00002429,0.056297
PF00002435,0.056148
PF00002439,0.056148
PF00002440,0.056148
PF00002441,0.056148
PF00002447,0.056034
PF00002453,0.05587
PF00002451,0.077237
PF00002455,0.056148
PF00002457,0.028349
PF00002469,0.028342
PF00002474,0.027835
PF00002475,0.028294
PF00002476,0.056034
PF00002480,0.056148
PF00002492,0.027835
PF00002496,0.030099
PF00002506,0.029327
PF00002516,0.028294
PF00002518,0.056148
PF00002521,0.056046
PF00002522,0.028138
PF00002524,0.028294
PF00002525,0.056148
PF00002530,0.028138
PF00002532,0.056046
PF00002543,0.056034
PF00002547,0.056148
PF00002548,0.066823
PF00002551,0.046529
PF00002553,0.037674
PF00002560,0.037493
PF00002571,0.056034
PF00002572,0.034063
PF00002582,0.037493
PF00002583,0.037674
PF00002589,0.056034
PF00002590,0.056406
PF00002593,0.056406
PF00002594,0.033599
PF00002595,0.033462
PF00002600,0.033462
PF00002598,0.056148
PF00002601,0.033599
PF00002605,0.056148
PF00002606,0.056148
PF00002608,0.036297
PF00002630,0.056148
PF00002628,0.047352
PF00002631,0.056148
PF00002632,0.056406
PF00002634,0.040617
PF00002637,0.056148
PF00002639,0.056034
PF00002641,0.039927
PF00002642,0.056148
PF00002643,0.056148
PF00002653,0.042373
PF00002656,0.056148
PF00002658,0.056148
PF00002664,0.056148
PF00002665,0.056148
PF00002670,0.056148
PF00002675,0.038781
PF00002678,0.056266
PF00002680,0.057482
PF00002681,0.049656
PF00002682,0.049323
PF00002684,0.044427
PF00002689,0.037879
PF00002691,0.033736
PF00002694,0.056266
PF00002700,0.056266
PF00002702,0.056153
PF00002713,0.07572
PF00002711,0.056266
PF00002715,0.052942
PF00002716,0.035148
PF00002718,0.056266
PF00002723,0.052942
PF00002725,0.05643
PF00002747,0.066284
PF00002737,0.034782
PF00002738,0.037812
PF00002740,0.066284
PF00002746,0.057144
PF00002749,0.056266
PF00002750,0.053959
PF00002754,0.033833
PF00002755,0.038174
PF00002777,0.032696
PF00002775,0.056266
PF00002779,0.036159
PF00002780,0.050423
PF00002783,0.056266
PF00002793,0.032696
PF00002797,0.067004
PF00002805,0.034206
PF00002811,0.050423
PF00002812,0.032696
PF00002814,0.03373
PF00002815,0.032275
PF00002821,0.032696
PF00002827,0.057856
PF00002828,0.06243
PF00002834,0.037219
PF00002841,0.056266
PF00002843,0.036766
PF00002849,0.034206
PF00002855,0.049567
PF00002856,0.049707
PF00002857,0.056266
PF00002862,0.056266
PF00002868,0.032696
PF00002869,0.047116
PF00002866,0.056153
PF00002867,0.048264
PF00002892,0.046298
PF00002879,0.032696
PF00002881,0.068887
PF00002883,0.049807
PF00002885,0.038172
PF00002887,0.034965
PF00002888,0.068392
PF00002910,0.044478
PF00002911,0.049129
PF00002943,0.028011
PF00002913,0.022032
PF00002915,0.022032
PF00002919,0.044478
PF00002922,0.048441
PF00002923,0.04469
PF00002928,0.044478
PF00002929,0.022032
PF00002930,0.04715
PF00002935,0.048328
PF00002939,0.044478
PF00002937,0.031788
PF00002938,0.022506
PF00002945,0.04469
PF00002954,0.044478
PF00002958,0.040092
PF00002960,0.044781
PF00002962,0.050637
PF00002969,0.031788
PF00002970,0.044411
PF00002979,0.044478
PF00002973,0.045934
PF00002974,0.047322
PF00002978,0.022675
PF00002984,0.022506
PF00002988,0.044478
PF00002992,0.046164
PF00002994,0.02243
PF00002996,0.044478
PF00003004,0.030139
PF00003006,0.046164
PF00003010,0.046298
PF00003014,0.046298
PF00003016,0.022032
PF00003024,0.02329
PF00003028,0.02243
PF00003031,0.046298
PF00003041,0.044478
PF00003042,0.049129
PF00003043,0.022528
PF00003044,0.022506
PF00003046,0.049001
PF00003052,0.036249
PF00003057,0.014486
PF00003061,0.036249
PF00003062,0.02069
PF00003063,0.02069
PF00003065,0.022625
PF00003066,0.020606
PF00003068,0.036166
PF00003069,0.032203
PF00003070,0.028382
PF00003073,0.034336
PF00003074,0.02069
PF00003077,0.036249
PF00003085,0.036218
PF00003087,0.028064
PF00003092,0.035183
PF00003094,0.036249
PF00003097,0.020674
PF00003101,0.036286
PF00003103,0.021532
PF00003106,0.034639
PF00003107,0.028382
PF00003109,0.035183
PF00003111,0.035679
PF00003130,0.035666
PF00003125,0.023674
PF00003128,0.034032
PF00003132,0.034534
PF00003136,0.034336
PF00003139,0.024068
PF00003147,0.028605
PF00003150,0.02084
PF00003160,0.033457
PF00003162,0.034714
PF00003170,0.035583
PF00003177,0.033915
PF00003183,0.02752
PF00003184,0.02548
PF00003187,0.021012
PF00003193,0.027061
PF00003195,0.0248
PF00003197,0.021012
PF00003201,0.025882
PF00003202,0.024925
PF00003207,0.026927
PF00003212,0.02752
PF00003213,0.012293
PF00003218,0.0248
PF00003219,0.02752
PF00003225,0.025882
PF00003227,0.025882
PF00003230,0.02752
PF00003232,0.012293
PF00003240,0.019877
PF00003242,0.0248
PF00003243,0.025522
PF00003245,0.027291
PF00003251,0.022837
PF00003254,0.02752
PF00003257,0.027317
PF00003258,0.012293
PF00003265,0.0248
PF00003268,0.007031
PF00003269,0.026142
PF00003270,0.02752
PF00003273,0.02752
PF00003274,0.02752
PF00003275,0.014164
PF00003287,0.009794
PF00003289,0.010183
PF00003290,0.018171
PF00003294,0.017871
PF00003295,0.018291
PF00003296,0.019051
PF00003299,0.018053
PF00003314,0.017294
PF00003316,0.010611
PF00003318,0.018291
PF00003326,0.016855
PF00003327,0.010115
PF00003329,0.018291
PF00003334,0.017044
PF00003336,0.010089
PF00003342,0.017044
PF00003343,0.018753
PF00003344,0.018278
PF00003346,0.016622
PF00003352,0.008727
PF00003360,0.010611
PF00003366,0.007879
PF00003370,0.018171
PF00003375,0.009513
PF00003377,0.018291
PF00003379,0.009741
PF00003382,0.014188
PF00003387,0.013955
PF00003388,0.008543
PF00003389,0.010257
PF00003392,0.010993
PF00003393,0.013955
PF00003394,0.015599
PF00003399,0.009232
PF00003400,0.010342
PF00003403,0.010456
PF00003406,0.013955
PF00003407,0.013955
PF00003408,0.012822
PF00003413,0.014037
PF00003414,0.013955
PF00003417,0.014251
PF00003421,0.013996
PF00003425,0.00872
PF00003429,0.013955
PF00003434,0.013208
PF00003437,0.010018
PF00003439,0.014188
PF00003441,0.012588
PF00003442,0.013996
PF00003449,0.014188
PF00003452,0.014037
PF00003455,0.014309
PF00003470,0.009647
PF00003474,0.013955
PF00003477,0.014853
PF00003482,0.023788
PF00003485,0.012448
PF00003489,0.012844
PF00003490,0.012844
PF00003492,0.01025
PF00003493,0.01025
PF00003495,0.01025
PF00003499,0.012516
PF00003501,0.012876
PF00003504,0.0134
PF00003505,0.012844
PF00003511,0.012448
PF00003513,0.012419
PF00003514,0.013808
PF00003517,0.016673
PF00003518,0.012898
PF00003521,0.012681
PF00003523,0.012516
PF00003530,0.0134
PF00003535,0.010335
PF00003537,0.012898
PF00003560,0.016673
PF00003563,0.012871
PF00003566,0.012516
PF00003569,0.012844
PF00003572,0.012681
PF00003574,0.012049
PF00003575,0.011011
PF00003583,0.012187
PF00003586,0.01722
PF00003591,0.012844
PF00003599,0.011637
PF00003605,0.014909
PF00003616,0.011662
PF00003619,0.010358
PF00003623,0.029302
PF00003624,0.015843
PF00003627,0.014909
PF00003632,0.011962
PF00003633,0.011662
PF00003640,0.010358
PF00003642,0.011187
PF00003645,0.005334
PF00003647,0.012029
PF00003653,0.014909
PF00003657,0.008445
PF00003659,0.007905
PF00003660,0.007687
PF00003661,0.007687
PF00003662,0.025346
PF00003665,0.015305
PF00003667,0.015843
PF00003668,0.025346
PF00003672,0.007687
PF00003673,0.011187
PF00003678,0.005929
PF00003685,0.006723
PF00003689,0.010358
PF00003690,0.005929
PF00003699,0.007499
PF00003700,0.005215
PF00003706,0.01055
PF00003714,0.005343
PF00003719,0.00541
PF00003723,0.009948
PF00003726,0.010777
PF00003733,0.005436
PF00003734,0.005308
PF00003738,0.010777
PF00003740,0.029197
PF00003742,0.010694
PF00003748,0.005343
PF00003751,0.010421
PF00003754,0.010421
PF00003755,0.009903
PF00003756,0.010777
PF00003758,0.010421
PF00003759,0.007139
PF00003764,0.018938
PF00003765,0.007098
PF00003766,0.010421
PF00003767,0.00541
PF00003772,0.010421
PF00003776,0.010421
PF00003779,0.007499
PF00003784,0.010873
PF00003791,0.008683
PF00003797,0.014361
PF00003799,0.005011
PF00003803,0.005031
PF00003808,0.007085
PF00003813,0.005031
PF00003818,0.008386
PF00003821,0.011243
PF00003822,0.008683
PF00003830,0.005011
PF00003836,0.007348
PF00003837,0.004948
PF00003838,0.008681
PF00003844,0.007207
PF00003846,0.008683
PF00003850,0.004948
PF00003851,0.005011
PF00003852,0.005011
PF00003855,0.004948
PF00003857,0.005031
PF00003865,0.007085
PF00003870,0.005031
PF00003872,0.004948
PF00003873,0.004948
PF00003878,0.007085
PF00003880,0.007085
PF00003883,0.007348
PF00003886,0.005031
PF00003888,0.011243
PF00003889,0.006993
PF00003895,0.008683
PF00003898,0.005011
PF00003899,0.007348
PF00003902,0.004167
PF00003904,0.006406
PF00003905,0.004167
PF00003913,0.006766
PF00003916,0.004411
PF00003918,0.004018
PF00003919,0.004167
PF00003931,0.006442
PF00003932,0.006555
PF00003933,0.006406
PF00003938,0.006406
PF00003939,0.004018
PF00003948,0.004167
PF00003952,0.007129
PF00003953,0.007129
PF00003954,0.004983
PF00003956,0.006399
PF00003960,0.006399
PF00003961,0.004167
PF00003963,0.004167
PF00003964,0.004167
PF00003966,0.006399
PF00003968,0.006993
PF00003969,0.004018
PF00003971,0.004018
PF00003972,0.006406
PF00003973,0.006406
PF00003976,0.006406
PF00003980,0.006406
PF00003981,0.00648
PF00003984,0.004018
PF00003985,0.004018
PF00003987,0.004983
PF00003989,0.006406
PF00003991,0.006406
PF00003992,0.006993
PF00003994,0.004647
PF00003996,0.003635
PF00003997,0.003635
PF00003999,0.003635
PF00004001,0.003635
PF00004006,0.005642
PF00004009,0.003635
PF00004010,0.006578
PF00004011,0.00568
PF00004014,0.00568
PF00004015,0.006578
PF00004018,0.003635
PF00004020,0.005719
PF00004021,0.005642
PF00004022,0.006472
PF00004028,0.003635
PF00004030,0.005642
PF00004031,0.006578
PF00004039,0.003635
PF00004040,0.003832
PF00004043,0.005841
PF00004045,0.005642
PF00004046,0.003832
PF00004047,0.006854
PF00004048,0.003832
PF00004052,0.003635
PF00004055,0.003832
PF00004059,0.006578
PF00004063,0.005642
PF00004067,0.006472
PF00004073,0.006578
PF00004077,0.003635
PF00004082,0.003635
PF00004094,0.003085
PF00004096,0.005642
PF00004097,0.003085
PF00004098,0.003085
PF00004099,0.003085
PF00004113,0.003085
PF00004114,0.003085
PF00004115,0.003085
PF00004117,0.005642
PF00004134,0.003085
PF00004136,0.003085
PF00004122,0.003085
PF00004124,0.003085
PF00004129,0.005774
PF00004131,0.006578
PF00004132,0.005774
PF00004140,0.005738
PF00004147,0.003085
PF00004149,0.006578
PF00004150,0.003085
PF00004151,0.003085
PF00004155,0.005642
PF00004166,0.003085
PF00004168,0.003085
PF00004169,0.003085
PF00004175,0.003085
PF00004180,0.003085
PF00004181,0.003085
PF00004186,0.003085
PF00004192,0.003085
PF00004193,0.005642
PF00004194,0.005642
PF00004206,0.003085
PF00004207,0.00568
PF00004209,0.005689
PF00004214,0.005633
PF00004230,0.005826
PF00004233,0.003041
PF00004235,0.003041
PF00004238,0.003041
PF00004243,0.003041
PF00004244,0.003041
PF00004246,0.005636
PF00004248,0.003041
PF00004250,0.005633
PF00004252,0.005563
PF00004256,0.005594
PF00004259,0.003041
PF00004260,0.003041
PF00004266,0.005588
PF00004267,0.003041
PF00004271,0.003041
PF00004274,0.003041
PF00004275,0.003041
PF00004276,0.003041
PF00004278,0.005908
PF00004284,0.003041
PF00004287,0.005689
PF00004288,0.003041
PF00004291,0.005563
PF00004293,0.005563
PF00004296,0.003041
PF00004300,0.003041
PF00004301,0.005563
PF00004307,0.003041
PF00004309,0.005689
PF00004310,0.005563
PF00004311,0.005594
PF00004314,0.005689
PF00004320,0.005563
PF00004326,0.003041
PF00004328,0.005575
PF00004331,0.005733
PF00004338,0.003041
PF00004339,0.003041
PF00004340,0.003041
PF00004341,0.005575
PF00004344,0.006883
PF00004346,0.005575
PF00004347,0.005575
PF00004348,0.003041
PF00004350,0.003041
PF00004351,0.003041
PF00004357,0.003041
PF00004358,0.003041
PF00004360,0.003041
PF00004361,0.005735
PF00004362,0.005575
PF00004363,0.005769
PF00004364,0.005575
PF00004368,0.003041
PF00004372,0.003041
PF00004373,0.003041
PF00004381,0.005575
PF00004383,0.003041
PF00004384,0.005575
PF00004388,0.003041
PF00004389,0.003041
PF00004390,0.003041
PF00004391,0.003041
PF00004392,0.005575
PF00004399,0.003041
PF00004407,0.003041
PF00004408,0.003041
PF00004416,0.005575
PF00004425,0.005733
PF00004430,0.005575
PF00004431,0.006883
PF00004433,0.003041
PF00004436,0.003041
PF00004440,0.003041
PF00004444,0.0057
PF00004445,0.003041
PF00004457,0.003041
PF00004464,0.003041
PF00004465,0.003041
PF00004470,0.003041
PF00004471,0.005543
PF00004473,0.006854
PF00004475,0.003041
PF00004477,0.003041
PF00004480,0.003041
PF00004484,0.003041
PF00004489,0.005543
PF00004491,0.005543
PF00004498,0.005543
PF00004500,0.003041
PF00004504,0.003041
PF00004509,0.005543
PF00004514,0.005543
PF00004515,0.003041
PF00004517,0.003041
PF00004518,0.003041
PF00004522,0.003041
PF00004523,0.003041
PF00004525,0.005543
PF00004529,0.003041
PF00004531,0.003041
PF00004537,0.003041
PF00004538,0.003041
PF00004539,0.005543
PF00004543,0.005653
PF00004544,0.005543
PF00004546,0.003041
PF00004548,0.003041
PF00004549,0.006854
PF00004551,0.003041
PF00004554,0.005543
PF00004555,0.005543
PF00004558,0.005543
PF00004559,0.003041
PF00004560,0.005653
PF00004564,0.005543
PF00004565,0.003041
PF00004566,0.003041
PF00004567,0.003041
PF00004568,0.003041
PF00004575,0.00683
PF00004576,0.005543
PF00004579,0.003041
PF00004580,0.005543
PF00004584,0.005543
PF00004585,0.003041
PF00004590,0.005543
PF00004596,0.003041
PF00004599,0.015939
PF00004617,0.005703
PF00004629,0.003041
PF00004610,0.00683
PF00004612,0.005543
PF00004614,0.005543
PF00004621,0.003041
PF00004624,0.005543
PF00004631,0.003041
PF00004636,0.003041
PF00004637,0.003041
PF00004638,0.003041
PF00004642,0.00683
PF00004650,0.006572
PF00004653,0.005543
PF00004656,0.005543
PF00004658,0.003041
PF00004662,0.003041
PF00004666,0.00683
PF00004667,0.003041
PF00004669,0.005579
PF00004671,0.005579
PF00004672,0.005689
PF00004674,0.003041
PF00004675,0.005579
PF00004678,0.005579
PF00004679,0.005579
PF00004687,0.003041
PF00004690,0.005579
PF00004691,0.003041
PF00004707,0.005579
PF00004710,0.003041
PF00004714,0.003041
PF00004726,0.005579
PF00004727,0.005703
PF00004739,0.005579
PF00004746,0.003041
PF00004747,0.003041
PF00004748,0.003041
PF00004749,0.005579
PF00004753,0.005579
PF00004754,0.005579
PF00004755,0.003041
PF00004760,0.003041
PF00004765,0.00683
PF00004767,0.003041
PF00004768,0.005417
PF00004771,0.005579
PF00004776,0.003041
PF00004779,0.005579
PF00004781,0.005689
PF00004785,0.003439
PF00004787,0.005579
PF00004790,0.003397
PF00004791,0.00335
PF00004792,0.003439
PF00004794,0.003439
PF00004797,0.00335
PF00004802,0.003439
PF00004810,0.003439
PF00004811,0.00335
PF00004812,0.003439
PF00004813,0.003439
PF00004814,0.003397
PF00004815,0.005579
PF00004817,0.005579
PF00004818,0.005689
PF00004819,0.005579
PF00004823,0.00335
PF00004826,0.005579
PF00004827,0.005773
PF00004828,0.00335
PF00004832,0.003439
PF00004833,0.003439
PF00004837,0.006846
PF00004838,0.005579
PF00004842,0.005703
PF00004846,0.005579
PF00004847,0.006629
PF00004849,0.00335
PF00004850,0.00335
PF00004852,0.005773
PF00004857,0.00335
PF00004861,0.005689
PF00004863,0.003439
PF00004865,0.003439
PF00004866,0.005579
PF00004870,0.003439
PF00004871,0.004427
PF00004879,0.003439
PF00004883,0.005689
PF00004885,0.005579
PF00004886,0.006846
PF00004890,0.00335
PF00004894,0.00335
PF00004899,0.004206
PF00004902,0.006629
PF00004907,0.0046
PF00004909,0.004338
PF00004925,0.005594
PF00004926,0.006077
PF00004927,0.005541
PF00004930,0.005804
PF00004937,0.004786
PF00004940,0.004786
PF00004941,0.004512
PF00004942,0.004666
PF00004951,0.005579
PF00004952,0.005563
PF00004953,0.004786
PF00004954,0.004561
PF00004957,0.004666
PF00004960,0.0046
PF00004963,0.004502
PF00004968,0.004206
PF00004970,0.004786
PF00004971,0.004502
PF00004976,0.004377
PF00004978,0.005804
PF00004979,0.005918
PF00004980,0.005804
PF00004983,0.004512
PF00004985,0.004561
PF00004988,0.004512
PF00004992,0.005774
PF00004993,0.00699
PF00004994,0.00699
PF00004998,0.005719
PF00005003,0.007265
PF00005004,0.007265
PF00005008,0.005642
PF00005012,0.004406
PF00005013,0.005719
PF00005015,0.005719
PF00005018,0.006414
PF00005019,0.005831
PF00005020,0.007058
PF00005021,0.004406
PF00005022,0.004357
PF00005023,0.004373
PF00005031,0.004406
PF00005034,0.054572
PF00005040,0.005719
PF00005042,0.006414
PF00005049,0.055434
PF00005050,0.057518
PF00005052,0.056357
PF00005055,0.059924
PF00005056,0.055546
PF00005061,0.058686
PF00005064,0.059924
PF00005066,0.055762
PF00005069,0.056926
PF00005070,0.055546
PF00005072,0.05786
PF00005079,0.060506
PF00005085,0.060277
PF00005086,0.060241
PF00005088,0.058793
PF00005099,0.060277
PF00005102,0.059972
PF00005103,0.059237
PF00005107,0.058585
PF00005109,0.058515
PF00005114,0.057103
PF00005115,0.057103
PF00005117,0.056432
PF00005119,0.059858
PF00005122,0.058515
PF00005123,0.058686
PF00005124,0.057737
PF00005125,0.056929
PF00005127,0.059285
PF00005129,0.056432
PF00005130,0.056432
PF00005135,0.059494
PF00005136,0.060277
PF00005138,0.057254
PF00005142,0.059585
PF00005143,0.058126
PF00005150,0.004258
PF00005153,0.005719
PF00005155,0.004406
PF00005158,0.004406
PF00005159,0.004406
PF00005160,0.004406
PF00005161,0.005642
PF00005165,0.004406
PF00005166,0.004406
PF00005168,0.004406
PF00005169,0.005719
PF00005173,0.056432
PF00005175,0.056432
PF00005177,0.004406
